X,Y
-127.452499,50.388885
-127.486656,50.437492
-127.505836,50.458603
-127.520279,50.469711
-127.530838,50.476936
-127.547501,50.486938
-127.563889,50.50222
-127.570007,50.512215
-127.567497,50.516106
-127.550278,50.53833
-127.544724,50.541664
-127.503616,50.56221
-127.496948,50.565269
-127.49028,50.568054
-127.475014,50.571663
-127.443604,50.571663
-127.419724,50.573883
-127.414169,50.575829
-127.411667,50.581383
-127.411392,50.587494
-127.419449,50.596657
-127.58168,50.59388
-127.691383,50.606659
-127.873322,50.623878
-127.876663,50.621658
-127.873611,50.616936
-127.854446,50.60833
-127.800552,50.587494
-127.786667,50.582214
-127.768341,50.579994
-127.751106,50.581108
-127.725014,50.584435
-127.708618,50.584991
-127.662514,50.581383
-127.634453,50.578049
-127.610283,50.565826
-127.595551,50.555824
-127.591667,50.551659
-127.589722,50.546104
-127.595551,50.536659
-127.601097,50.533333
-127.608887,50.53138
-128.051422,50.446693
-128.133636,50.474709
-128.224152,50.531105
-128.319458,50.608604
-128.375275,50.678604
-128.406952,50.738884
-128.414734,50.762772
-128.416656,50.769157
-128.413055,50.77388
-128.40863,50.777771
-128.355835,50.799721
-128.349152,50.801659
-128.106934,50.86055
-128.05307,50.871933
-127.918327,50.872215
-127.909729,50.871376
-127.882767,50.865547
-127.833328,50.854164
-127.67749,50.817497
-127.514717,50.774437
-127.507233,50.772217
-127.495827,50.765831
-127.487503,50.757217
-127.459167,50.718323
-127.354446,50.676102
-127.226936,50.636108
